#TF1
#Name: Neutron efficiency
#Parent pad: 0
#range: (0, 10)
#Pts: 10000
#Line_color: 1, 0, 0
#Line_style: solid
#Line_width: 2
#x, f(x)
1.368, 9.94901
1.369, 9.94769
1.37, 9.94637
1.371, 9.94506
1.372, 9.94374
1.373, 9.94243
1.374, 9.94111
1.375, 9.9398
1.376, 9.93849
1.377, 9.93717
1.378, 9.93586
1.379, 9.93454
1.38, 9.93323
1.381, 9.93192
1.382, 9.93061
1.383, 9.9293
1.384, 9.92799
1.385, 9.92668
1.386, 9.92537
1.387, 9.92406
1.388, 9.92275
1.389, 9.92144
1.39, 9.92013
1.391, 9.91882
1.392, 9.91752
1.393, 9.91621
1.394, 9.91491
1.395, 9.9136
1.396, 9.9123
1.397, 9.91099
1.398, 9.90969
1.399, 9.90838
1.4, 9.90708
1.401, 9.90578
1.402, 9.90448
1.403, 9.90318
1.404, 9.90188
1.405, 9.90058
1.406, 9.89927
1.407, 9.89797
1.408, 9.89667
1.409, 9.89537
1.41, 9.89407
1.411, 9.89278
1.412, 9.89148
1.413, 9.89019
1.414, 9.88889
1.415, 9.8876
1.416, 9.8863
1.417, 9.885
1.418, 9.88371
1.419, 9.88241
1.42, 9.88112
1.421, 9.87983
1.422, 9.87854
1.423, 9.87725
1.424, 9.87595
1.425, 9.87466
1.426, 9.87337
1.427, 9.87208
1.428, 9.87079
1.429, 9.8695
1.43, 9.86821
1.431, 9.86692
1.432, 9.86564
1.433, 9.86435
1.434, 9.86306
1.435, 9.86178
1.436, 9.86049
1.437, 9.8592
1.438, 9.85792
1.439, 9.85663
1.44, 9.85535
1.441, 9.85406
1.442, 9.85278
1.443, 9.8515
1.444, 9.85022
1.445, 9.84894
1.446, 9.84765
1.447, 9.84637
1.448, 9.84509
1.449, 9.84381
1.45, 9.84253
1.451, 9.84125
1.452, 9.83997
1.453, 9.8387
1.454, 9.83742
1.455, 9.83614
1.456, 9.83486
1.457, 9.83359
1.458, 9.83231
1.459, 9.83103
1.46, 9.82976
1.461, 9.82848
1.462, 9.82721
1.463, 9.82594
1.464, 9.82466
1.465, 9.82339
1.466, 9.82212
1.467, 9.82085
1.468, 9.81957
1.469, 9.8183
1.47, 9.81703
1.471, 9.81576
1.472, 9.81449
1.473, 9.81322
1.474, 9.81195
1.475, 9.81068
1.476, 9.80942
1.477, 9.80815
1.478, 9.80688
1.479, 9.80561
1.48, 9.80434
1.481, 9.80308
1.482, 9.80181
1.483, 9.80055
1.484, 9.79929
1.485, 9.79802
1.486, 9.79676
1.487, 9.79549
1.488, 9.79423
1.489, 9.79297
1.49, 9.7917
1.491, 9.79044
1.492, 9.78918
1.493, 9.78792
1.494, 9.78666
1.495, 9.7854
1.496, 9.78414
1.497, 9.78288
1.498, 9.78162
1.499, 9.78036
1.5, 9.7791
1.501, 9.77785
1.502, 9.77659
1.503, 9.77534
1.504, 9.77408
1.505, 9.77282
1.506, 9.77157
1.507, 9.77031
1.508, 9.76906
1.509, 9.7678
1.51, 9.76655
1.511, 9.7653
1.512, 9.76404
1.513, 9.76279
1.514, 9.76154
1.515, 9.76029
1.516, 9.75904
1.517, 9.75779
1.518, 9.75653
1.519, 9.75528
1.52, 9.75403
1.521, 9.75278
1.522, 9.75154
1.523, 9.75029
1.524, 9.74904
1.525, 9.7478
1.526, 9.74655
1.527, 9.7453
1.528, 9.74405
1.529, 9.74281
1.53, 9.74156
1.531, 9.74032
1.532, 9.73907
1.533, 9.73783
1.534, 9.73659
1.535, 9.73534
1.536, 9.7341
1.537, 9.73286
1.538, 9.73161
1.539, 9.73037
1.54, 9.72913
1.541, 9.72789
1.542, 9.72665
1.543, 9.72541
1.544, 9.72417
1.545, 9.72293
1.546, 9.72169
1.547, 9.72045
1.548, 9.71921
1.549, 9.71797
1.55, 9.71673
1.551, 9.7155
1.552, 9.71426
1.553, 9.71303
1.554, 9.71179
1.555, 9.71056
1.556, 9.70932
1.557, 9.70809
1.558, 9.70685
1.559, 9.70562
1.56, 9.70438
1.561, 9.70315
1.562, 9.70192
1.563, 9.70069
1.564, 9.69945
1.565, 9.69822
1.566, 9.69699
1.567, 9.69576
1.568, 9.69453
1.569, 9.6933
1.57, 9.69207
1.571, 9.69084
1.572, 9.68961
1.573, 9.68838
1.574, 9.68716
1.575, 9.68593
1.576, 9.6847
1.577, 9.68347
1.578, 9.68225
1.579, 9.68102
1.58, 9.67979
1.581, 9.67857
1.582, 9.67734
1.583, 9.67612
1.584, 9.6749
1.585, 9.67367
1.586, 9.67245
1.587, 9.67123
1.588, 9.67
1.589, 9.66878
1.59, 9.66755
1.591, 9.66633
1.592, 9.66511
1.593, 9.66389
1.594, 9.66267
1.595, 9.66145
1.596, 9.66023
1.597, 9.65901
1.598, 9.65779
1.599, 9.65657
1.6, 9.65535
1.601, 9.65414
1.602, 9.65292
1.603, 9.65171
1.604, 9.65049
1.605, 9.64927
1.606, 9.64806
1.607, 9.64684
1.608, 9.64562
1.609, 9.64441
1.61, 9.64319
1.611, 9.64198
1.612, 9.64077
1.613, 9.63955
1.614, 9.63834
1.615, 9.63713
1.616, 9.63592
1.617, 9.6347
1.618, 9.63349
1.619, 9.63228
1.62, 9.63107
1.621, 9.62986
1.622, 9.62865
1.623, 9.62744
1.624, 9.62623
1.625, 9.62502
1.626, 9.62381
1.627, 9.6226
1.628, 9.62139
1.629, 9.62018
1.63, 9.61898
1.631, 9.61777
1.632, 9.61657
1.633, 9.61536
1.634, 9.61415
1.635, 9.61295
1.636, 9.61174
1.637, 9.61054
1.638, 9.60933
1.639, 9.60813
1.64, 9.60692
1.641, 9.60572
1.642, 9.60452
1.643, 9.60332
1.644, 9.60211
1.645, 9.60091
1.646, 9.59971
1.647, 9.59851
1.648, 9.59731
1.649, 9.5961
1.65, 9.5949
1.651, 9.5937
1.652, 9.59251
1.653, 9.59131
1.654, 9.59011
1.655, 9.58891
1.656, 9.58771
1.657, 9.58651
1.658, 9.58532
1.659, 9.58412
1.66, 9.58292
1.661, 9.58172
1.662, 9.58053
1.663, 9.57933
1.664, 9.57814
1.665, 9.57694
1.666, 9.57575
1.667, 9.57455
1.668, 9.57336
1.669, 9.57216
1.67, 9.57097
1.671, 9.56978
1.672, 9.56859
1.673, 9.56739
1.674, 9.5662
1.675, 9.56501
1.676, 9.56382
1.677, 9.56263
1.678, 9.56144
1.679, 9.56024
1.68, 9.55905
1.681, 9.55786
1.682, 9.55668
1.683, 9.55549
1.684, 9.5543
1.685, 9.55311
1.686, 9.55192
1.687, 9.55073
1.688, 9.54955
1.689, 9.54836
1.69, 9.54717
1.691, 9.54598
1.692, 9.5448
1.693, 9.54361
1.694, 9.54243
1.695, 9.54124
1.696, 9.54006
1.697, 9.53887
1.698, 9.53769
1.699, 9.5365
1.7, 9.53532
1.701, 9.53414
1.702, 9.53296
1.703, 9.53177
1.704, 9.53059
1.705, 9.52941
1.706, 9.52823
1.707, 9.52705
1.708, 9.52587
1.709, 9.52468
1.71, 9.5235
1.711, 9.52232
1.712, 9.52115
1.713, 9.51997
1.714, 9.51879
1.715, 9.51761
1.716, 9.51643
1.717, 9.51525
1.718, 9.51407
1.719, 9.5129
1.72, 9.51172
1.721, 9.51054
1.722, 9.50937
1.723, 9.50819
1.724, 9.50702
1.725, 9.50584
1.726, 9.50466
1.727, 9.50349
1.728, 9.50231
1.729, 9.50114
1.73, 9.49996
1.731, 9.49879
1.732, 9.49762
1.733, 9.49645
1.734, 9.49527
1.735, 9.4941
1.736, 9.49293
1.737, 9.49176
1.738, 9.49059
1.739, 9.48941
1.74, 9.48824
1.741, 9.48707
1.742, 9.4859
1.743, 9.48473
1.744, 9.48356
1.745, 9.4824
1.746, 9.48123
1.747, 9.48006
1.748, 9.47889
1.749, 9.47772
1.75, 9.47655
1.751, 9.47538
1.752, 9.47422
1.753, 9.47305
1.754, 9.47189
1.755, 9.47072
1.756, 9.46955
1.757, 9.46839
1.758, 9.46722
1.759, 9.46605
1.76, 9.46489
1.761, 9.46373
1.762, 9.46256
1.763, 9.4614
1.764, 9.46024
1.765, 9.45907
1.766, 9.45791
1.767, 9.45675
1.768, 9.45558
1.769, 9.45442
1.77, 9.45326
1.771, 9.4521
1.772, 9.45094
1.773, 9.44978
1.774, 9.44862
1.775, 9.44746
1.776, 9.4463
1.777, 9.44514
1.778, 9.44398
1.779, 9.44282
1.78, 9.44166
1.781, 9.4405
1.782, 9.43934
1.783, 9.43819
1.784, 9.43703
1.785, 9.43587
1.786, 9.43471
1.787, 9.43356
1.788, 9.4324
1.789, 9.43124
1.79, 9.43009
1.791, 9.42893
1.792, 9.42778
1.793, 9.42662
1.794, 9.42547
1.795, 9.42431
1.796, 9.42316
1.797, 9.42201
1.798, 9.42085
1.799, 9.4197
1.8, 9.41854
1.801, 9.41739
1.802, 9.41624
1.803, 9.41509
1.804, 9.41394
1.805, 9.41279
1.806, 9.41163
1.807, 9.41048
1.808, 9.40933
1.809, 9.40818
1.81, 9.40703
1.811, 9.40588
1.812, 9.40473
1.813, 9.40358
1.814, 9.40243
1.815, 9.40129
1.816, 9.40014
1.817, 9.39899
1.818, 9.39784
1.819, 9.39669
1.82, 9.39554
1.821, 9.3944
1.822, 9.39325
1.823, 9.39211
1.824, 9.39096
1.825, 9.38981
1.826, 9.38867
1.827, 9.38752
1.828, 9.38638
1.829, 9.38523
1.83, 9.38409
1.831, 9.38294
1.832, 9.3818
1.833, 9.38066
1.834, 9.37951
1.835, 9.37837
1.836, 9.37723
1.837, 9.37608
1.838, 9.37494
1.839, 9.3738
1.84, 9.37266
1.841, 9.37151
1.842, 9.37037
1.843, 9.36923
1.844, 9.36809
1.845, 9.36695
1.846, 9.36581
1.847, 9.36467
1.848, 9.36353
1.849, 9.36239
1.85, 9.36125
1.851, 9.36011
1.852, 9.35898
1.853, 9.35784
1.854, 9.3567
1.855, 9.35556
1.856, 9.35443
1.857, 9.35329
1.858, 9.35215
1.859, 9.35101
1.86, 9.34988
1.861, 9.34874
1.862, 9.34761
1.863, 9.34647
1.864, 9.34534
1.865, 9.3442
1.866, 9.34307
1.867, 9.34193
1.868, 9.3408
1.869, 9.33966
1.87, 9.33853
1.871, 9.33739
1.872, 9.33626
1.873, 9.33513
1.874, 9.334
1.875, 9.33287
1.876, 9.33173
1.877, 9.3306
1.878, 9.32947
1.879, 9.32834
1.88, 9.3272
1.881, 9.32607
1.882, 9.32494
1.883, 9.32381
1.884, 9.32269
1.885, 9.32156
1.886, 9.32043
1.887, 9.3193
1.888, 9.31817
1.889, 9.31704
1.89, 9.31591
1.891, 9.31478
1.892, 9.31365
1.893, 9.31253
1.894, 9.3114
1.895, 9.31027
1.896, 9.30914
1.897, 9.30802
1.898, 9.30689
1.899, 9.30576
1.9, 9.30464
1.901, 9.30351
1.902, 9.30239
1.903, 9.30126
1.904, 9.30014
1.905, 9.29901
1.906, 9.29789
1.907, 9.29676
1.908, 9.29564
1.909, 9.29451
1.91, 9.29339
1.911, 9.29227
1.912, 9.29115
1.913, 9.29002
1.914, 9.2889
1.915, 9.28778
1.916, 9.28666
1.917, 9.28553
1.918, 9.28441
1.919, 9.28329
1.92, 9.28217
1.921, 9.28105
1.922, 9.27993
1.923, 9.27881
1.924, 9.27769
1.925, 9.27657
1.926, 9.27545
1.927, 9.27433
1.928, 9.27321
1.929, 9.27209
1.93, 9.27097
1.931, 9.26986
1.932, 9.26874
1.933, 9.26762
1.934, 9.2665
1.935, 9.26539
1.936, 9.26427
1.937, 9.26315
1.938, 9.26204
1.939, 9.26092
1.94, 9.2598
1.941, 9.25869
1.942, 9.25757
1.943, 9.25646
1.944, 9.25534
1.945, 9.25423
1.946, 9.25311
1.947, 9.252
1.948, 9.25088
1.949, 9.24977
1.95, 9.24865
1.951, 9.24754
1.952, 9.24643
1.953, 9.24532
1.954, 9.2442
1.955, 9.24309
1.956, 9.24198
1.957, 9.24087
1.958, 9.23975
1.959, 9.23864
1.96, 9.23753
1.961, 9.23642
1.962, 9.23531
1.963, 9.2342
1.964, 9.23309
1.965, 9.23198
1.966, 9.23087
1.967, 9.22976
1.968, 9.22865
1.969, 9.22754
1.97, 9.22643
1.971, 9.22532
1.972, 9.22422
1.973, 9.22311
1.974, 9.222
1.975, 9.22089
1.976, 9.21978
1.977, 9.21868
1.978, 9.21757
1.979, 9.21646
1.98, 9.21535
1.981, 9.21425
1.982, 9.21314
1.983, 9.21204
1.984, 9.21093
1.985, 9.20983
1.986, 9.20872
1.987, 9.20762
1.988, 9.20651
1.989, 9.20541
1.99, 9.2043
1.991, 9.2032
1.992, 9.2021
1.993, 9.20099
1.994, 9.19989
1.995, 9.19879
1.996, 9.19768
1.997, 9.19658
1.998, 9.19548
1.999, 9.19437
2, 9.19327
2.001, 9.19217
2.002, 9.19107
2.003, 9.18997
2.004, 9.18887
2.005, 9.18777
2.006, 9.18667
2.007, 9.18557
2.008, 9.18447
2.009, 9.18337
2.01, 9.18226
2.011, 9.18117
2.012, 9.18007
2.013, 9.17897
2.014, 9.17787
2.015, 9.17677
2.016, 9.17567
2.017, 9.17457
2.018, 9.17348
2.019, 9.17238
2.02, 9.17128
2.021, 9.17018
2.022, 9.16909
2.023, 9.16799
2.024, 9.16689
2.025, 9.1658
2.026, 9.1647
2.027, 9.16361
2.028, 9.16251
2.029, 9.16141
2.03, 9.16032
2.031, 9.15922
2.032, 9.15813
2.033, 9.15703
2.034, 9.15594
2.035, 9.15485
2.036, 9.15375
2.037, 9.15266
2.038, 9.15156
2.039, 9.15047
2.04, 9.14938
2.041, 9.14828
2.042, 9.14719
2.043, 9.1461
2.044, 9.14501
2.045, 9.14392
2.046, 9.14283
2.047, 9.14173
2.048, 9.14064
2.049, 9.13955
2.05, 9.13846
2.051, 9.13737
2.052, 9.13628
2.053, 9.13519
2.054, 9.1341
2.055, 9.13301
2.056, 9.13192
2.057, 9.13083
2.058, 9.12974
2.059, 9.12865
2.06, 9.12756
2.061, 9.12647
2.062, 9.12539
2.063, 9.1243
2.064, 9.12321
2.065, 9.12212
2.066, 9.12103
2.067, 9.11995
2.068, 9.11886
2.069, 9.11777
2.07, 9.11668
2.071, 9.1156
2.072, 9.11451
2.073, 9.11343
2.074, 9.11234
2.075, 9.11126
2.076, 9.11017
2.077, 9.10909
2.078, 9.108
2.079, 9.10692
2.08, 9.10583
2.081, 9.10475
2.082, 9.10366
2.083, 9.10258
2.084, 9.1015
2.085, 9.10041
2.086, 9.09933
2.087, 9.09825
2.088, 9.09716
2.089, 9.09608
2.09, 9.095
2.091, 9.09391
2.092, 9.09283
2.093, 9.09175
2.094, 9.09067
2.095, 9.08959
2.096, 9.08851
2.097, 9.08743
2.098, 9.08635
2.099, 9.08526
2.1, 9.08418
2.101, 9.0831
2.102, 9.08202
2.103, 9.08095
2.104, 9.07987
2.105, 9.07879
2.106, 9.07771
2.107, 9.07663
2.108, 9.07555
2.109, 9.07447
2.11, 9.07339
2.111, 9.07231
2.112, 9.07124
2.113, 9.07016
2.114, 9.06908
2.115, 9.068
2.116, 9.06693
2.117, 9.06585
2.118, 9.06477
2.119, 9.0637
2.12, 9.06262
2.121, 9.06154
2.122, 9.06047
2.123, 9.05939
2.124, 9.05832
2.125, 9.05724
2.126, 9.05617
2.127, 9.05509
2.128, 9.05402
2.129, 9.05294
2.13, 9.05187
2.131, 9.05079
2.132, 9.04972
2.133, 9.04865
2.134, 9.04757
2.135, 9.0465
2.136, 9.04543
2.137, 9.04435
2.138, 9.04328
2.139, 9.04221
2.14, 9.04113
2.141, 9.04006
2.142, 9.03899
2.143, 9.03792
2.144, 9.03685
2.145, 9.03578
2.146, 9.03471
2.147, 9.03364
2.148, 9.03256
2.149, 9.03149
2.15, 9.03042
2.151, 9.02935
2.152, 9.02828
2.153, 9.02721
2.154, 9.02614
2.155, 9.02508
2.156, 9.02401
2.157, 9.02294
2.158, 9.02187
2.159, 9.0208
2.16, 9.01973
2.161, 9.01866
2.162, 9.01759
2.163, 9.01653
2.164, 9.01546
2.165, 9.01439
2.166, 9.01333
2.167, 9.01226
2.168, 9.01119
2.169, 9.01012
2.17, 9.00906
2.171, 9.00799
2.172, 9.00693
2.173, 9.00586
2.174, 9.00479
2.175, 9.00373
2.176, 9.00266
2.177, 9.0016
2.178, 9.00053
2.179, 8.99947
2.18, 8.9984
2.181, 8.99734
2.182, 8.99627
2.183, 8.99521
2.184, 8.99415
2.185, 8.99308
2.186, 8.99202
2.187, 8.99096
2.188, 8.98989
2.189, 8.98883
2.19, 8.98777
2.191, 8.98671
2.192, 8.98564
2.193, 8.98458
2.194, 8.98352
2.195, 8.98246
2.196, 8.9814
2.197, 8.98034
2.198, 8.97927
2.199, 8.97821
2.2, 8.97715
2.201, 8.97609
2.202, 8.97503
2.203, 8.97397
2.204, 8.97291
2.205, 8.97185
2.206, 8.97079
2.207, 8.96973
2.208, 8.96867
2.209, 8.96761
2.21, 8.96655
2.211, 8.9655
2.212, 8.96444
2.213, 8.96338
2.214, 8.96232
2.215, 8.96126
2.216, 8.96021
2.217, 8.95915
2.218, 8.95809
2.219, 8.95703
2.22, 8.95597
2.221, 8.95492
2.222, 8.95386
2.223, 8.95281
2.224, 8.95175
2.225, 8.95069
2.226, 8.94964
2.227, 8.94858
2.228, 8.94753
2.229, 8.94647
2.23, 8.94541
2.231, 8.94436
2.232, 8.94331
2.233, 8.94225
2.234, 8.9412
2.235, 8.94014
2.236, 8.93909
2.237, 8.93804
2.238, 8.93698
2.239, 8.93593
2.24, 8.93487
2.241, 8.93382
2.242, 8.93277
2.243, 8.93172
2.244, 8.93066
2.245, 8.92961
2.246, 8.92856
2.247, 8.92751
2.248, 8.92645
2.249, 8.9254
2.25, 8.92435
2.251, 8.9233
2.252, 8.92225
2.253, 8.9212
2.254, 8.92015
2.255, 8.9191
2.256, 8.91805
2.257, 8.91699
2.258, 8.91594
2.259, 8.91489
2.26, 8.91384
2.261, 8.91279
2.262, 8.91175
2.263, 8.9107
2.264, 8.90965
2.265, 8.9086
2.266, 8.90755
2.267, 8.9065
2.268, 8.90545
2.269, 8.9044
2.27, 8.90336
2.271, 8.90231
2.272, 8.90126
2.273, 8.90021
2.274, 8.89917
2.275, 8.89812
2.276, 8.89707
2.277, 8.89603
2.278, 8.89498
2.279, 8.89393
2.28, 8.89288
2.281, 8.89184
2.282, 8.89079
2.283, 8.88975
2.284, 8.8887
2.285, 8.88766
2.286, 8.88661
2.287, 8.88557
2.288, 8.88452
2.289, 8.88348
2.29, 8.88243
2.291, 8.88139
2.292, 8.88035
2.293, 8.8793
2.294, 8.87826
2.295, 8.87721
2.296, 8.87617
2.297, 8.87513
2.298, 8.87408
2.299, 8.87304
2.3, 8.872
2.301, 8.87096
2.302, 8.86991
2.303, 8.86887
2.304, 8.86783
2.305, 8.86679
2.306, 8.86575
2.307, 8.8647
2.308, 8.86366
2.309, 8.86262
2.31, 8.86158
2.311, 8.86054
2.312, 8.8595
2.313, 8.85846
2.314, 8.85742
2.315, 8.85638
2.316, 8.85534
2.317, 8.8543
2.318, 8.85326
2.319, 8.85222
2.32, 8.85118
2.321, 8.85014
2.322, 8.8491
2.323, 8.84806
2.324, 8.84703
2.325, 8.84599
2.326, 8.84495
2.327, 8.84391
2.328, 8.84287
2.329, 8.84183
2.33, 8.8408
2.331, 8.83976
2.332, 8.83872
2.333, 8.83769
2.334, 8.83665
2.335, 8.83561
2.336, 8.83458
2.337, 8.83354
2.338, 8.8325
2.339, 8.83147
2.34, 8.83043
2.341, 8.82939
2.342, 8.82836
2.343, 8.82732
2.344, 8.82629
2.345, 8.82525
2.346, 8.82422
2.347, 8.82318
2.348, 8.82215
2.349, 8.82111
2.35, 8.82008
2.351, 8.81905
2.352, 8.81801
2.353, 8.81698
2.354, 8.81595
2.355, 8.81491
2.356, 8.81388
2.357, 8.81285
2.358, 8.81181
2.359, 8.81078
2.36, 8.80975
2.361, 8.80871
2.362, 8.80768
2.363, 8.80665
2.364, 8.80562
2.365, 8.80459
2.366, 8.80356
2.367, 8.80252
2.368, 8.80149
2.369, 8.80046
2.37, 8.79943
2.371, 8.7984
2.372, 8.79737
2.373, 8.79634
2.374, 8.79531
2.375, 8.79428
2.376, 8.79325
2.377, 8.79222
2.378, 8.79119
2.379, 8.79016
2.38, 8.78913
2.381, 8.7881
2.382, 8.78707
2.383, 8.78604
2.384, 8.78502
2.385, 8.78399
2.386, 8.78296
2.387, 8.78193
2.388, 8.7809
2.389, 8.77987
2.39, 8.77885
2.391, 8.77782
2.392, 8.77679
2.393, 8.77577
2.394, 8.77474
2.395, 8.77371
2.396, 8.77269
2.397, 8.77166
2.398, 8.77063
2.399, 8.76961
2.4, 8.76858
2.401, 8.76755
2.402, 8.76653
2.403, 8.7655
2.404, 8.76448
2.405, 8.76345
2.406, 8.76243
2.407, 8.7614
2.408, 8.76038
2.409, 8.75935
2.41, 8.75833
2.411, 8.7573
2.412, 8.75628
2.413, 8.75526
2.414, 8.75423
2.415, 8.75321
2.416, 8.75219
2.417, 8.75116
2.418, 8.75014
2.419, 8.74912
2.42, 8.74809
2.421, 8.74707
2.422, 8.74605
2.423, 8.74503
2.424, 8.74401
2.425, 8.74298
2.426, 8.74196
2.427, 8.74094
2.428, 8.73992
2.429, 8.7389
2.43, 8.73787
2.431, 8.73685
2.432, 8.73583
2.433, 8.73481
2.434, 8.73379
2.435, 8.73277
2.436, 8.73175
2.437, 8.73073
2.438, 8.72971
2.439, 8.72869
2.44, 8.72767
2.441, 8.72665
2.442, 8.72563
2.443, 8.72461
2.444, 8.7236
2.445, 8.72258
2.446, 8.72156
2.447, 8.72054
2.448, 8.71952
2.449, 8.7185
2.45, 8.71748
2.451, 8.71647
2.452, 8.71545
2.453, 8.71443
2.454, 8.71341
2.455, 8.7124
2.456, 8.71138
2.457, 8.71036
2.458, 8.70935
2.459, 8.70833
2.46, 8.70731
2.461, 8.7063
2.462, 8.70528
2.463, 8.70427
2.464, 8.70325
2.465, 8.70223
2.466, 8.70122
2.467, 8.7002
2.468, 8.69919
2.469, 8.69817
2.47, 8.69716
2.471, 8.69614
2.472, 8.69513
2.473, 8.69411
2.474, 8.6931
2.475, 8.69209
2.476, 8.69107
2.477, 8.69006
2.478, 8.68904
2.479, 8.68803
2.48, 8.68702
2.481, 8.686
2.482, 8.68499
2.483, 8.68398
2.484, 8.68297
2.485, 8.68195
2.486, 8.68094
2.487, 8.67993
2.488, 8.67892
2.489, 8.6779
2.49, 8.67689
2.491, 8.67588
2.492, 8.67487
2.493, 8.67386
2.494, 8.67285
2.495, 8.67184
2.496, 8.67082
2.497, 8.66981
2.498, 8.6688
2.499, 8.66779
2.5, 8.66678
2.501, 8.66577
2.502, 8.66476
2.503, 8.66375
2.504, 8.66274
2.505, 8.66173
2.506, 8.66072
2.507, 8.65971
2.508, 8.65871
2.509, 8.6577
2.51, 8.65669
2.511, 8.65568
2.512, 8.65467
2.513, 8.65366
2.514, 8.65265
2.515, 8.65165
2.516, 8.65064
2.517, 8.64963
2.518, 8.64862
2.519, 8.64762
2.52, 8.64661
2.521, 8.6456
2.522, 8.64459
2.523, 8.64359
2.524, 8.64258
2.525, 8.64158
2.526, 8.64057
2.527, 8.63956
2.528, 8.63856
2.529, 8.63755
2.53, 8.63654
2.531, 8.63554
2.532, 8.63453
2.533, 8.63353
2.534, 8.63252
2.535, 8.63152
2.536, 8.63051
2.537, 8.62951
2.538, 8.6285
2.539, 8.6275
2.54, 8.62649
2.541, 8.62549
2.542, 8.62449
2.543, 8.62348
2.544, 8.62248
2.545, 8.62148
2.546, 8.62047
2.547, 8.61947
2.548, 8.61847
2.549, 8.61746
2.55, 8.61646
2.551, 8.61546
2.552, 8.61446
2.553, 8.61345
2.554, 8.61245
2.555, 8.61145
2.556, 8.61045
2.557, 8.60945
2.558, 8.60844
2.559, 8.60744
2.56, 8.60644
2.561, 8.60544
2.562, 8.60444
2.563, 8.60344
2.564, 8.60244
2.565, 8.60144
2.566, 8.60044
2.567, 8.59944
2.568, 8.59844
2.569, 8.59744
2.57, 8.59644
2.571, 8.59544
2.572, 8.59444
2.573, 8.59344
2.574, 8.59244
2.575, 8.59144
2.576, 8.59044
2.577, 8.58944
2.578, 8.58844
2.579, 8.58745
2.58, 8.58645
2.581, 8.58545
2.582, 8.58445
2.583, 8.58345
2.584, 8.58246
2.585, 8.58146
2.586, 8.58046
2.587, 8.57946
2.588, 8.57847
2.589, 8.57747
2.59, 8.57647
2.591, 8.57548
2.592, 8.57448
2.593, 8.57348
2.594, 8.57249
2.595, 8.57149
2.596, 8.5705
2.597, 8.5695
2.598, 8.5685
2.599, 8.56751
2.6, 8.56651
2.601, 8.56552
2.602, 8.56452
2.603, 8.56353
2.604, 8.56253
2.605, 8.56154
2.606, 8.56054
2.607, 8.55955
2.608, 8.55855
2.609, 8.55756
2.61, 8.55657
2.611, 8.55557
2.612, 8.55458
2.613, 8.55359
2.614, 8.55259
2.615, 8.5516
2.616, 8.55061
2.617, 8.54961
2.618, 8.54862
2.619, 8.54763
2.62, 8.54663
2.621, 8.54564
2.622, 8.54465
2.623, 8.54366
2.624, 8.54267
2.625, 8.54168
2.626, 8.54068
2.627, 8.53969
2.628, 8.5387
2.629, 8.53771
2.63, 8.53672
2.631, 8.53573
2.632, 8.53474
2.633, 8.53375
2.634, 8.53276
2.635, 8.53177
2.636, 8.53078
2.637, 8.52979
2.638, 8.5288
2.639, 8.52781
2.64, 8.52681
2.641, 8.52583
2.642, 8.52484
2.643, 8.52385
2.644, 8.52286
2.645, 8.52187
2.646, 8.52088
2.647, 8.51989
2.648, 8.5189
2.649, 8.51792
2.65, 8.51693
2.651, 8.51594
2.652, 8.51495
2.653, 8.51396
2.654, 8.51298
2.655, 8.51199
2.656, 8.511
2.657, 8.51001
2.658, 8.50903
2.659, 8.50804
2.66, 8.50705
2.661, 8.50607
2.662, 8.50508
2.663, 8.50409
2.664, 8.50311
2.665, 8.50212
2.666, 8.50114
2.667, 8.50015
2.668, 8.49916
2.669, 8.49818
2.67, 8.49719
2.671, 8.49621
2.672, 8.49522
2.673, 8.49424
2.674, 8.49325
2.675, 8.49227
2.676, 8.49128
2.677, 8.4903
2.678, 8.48932
2.679, 8.48833
2.68, 8.48735
2.681, 8.48636
2.682, 8.48538
2.683, 8.4844
2.684, 8.48341
2.685, 8.48243
2.686, 8.48145
2.687, 8.48046
2.688, 8.47948
2.689, 8.4785
2.69, 8.47751
2.691, 8.47653
2.692, 8.47555
2.693, 8.47457
2.694, 8.47359
2.695, 8.47261
2.696, 8.47162
2.697, 8.47064
2.698, 8.46966
2.699, 8.46868
2.7, 8.4677
2.701, 8.46672
2.702, 8.46574
2.703, 8.46476
2.704, 8.46378
2.705, 8.4628
2.706, 8.46181
2.707, 8.46083
2.708, 8.45985
2.709, 8.45887
2.71, 8.45789
2.711, 8.45691
2.712, 8.45594
2.713, 8.45496
2.714, 8.45398
2.715, 8.453
2.716, 8.45202
2.717, 8.45104
2.718, 8.45006
2.719, 8.44908
2.72, 8.4481
2.721, 8.44713
2.722, 8.44615
2.723, 8.44517
2.724, 8.44419
2.725, 8.44322
2.726, 8.44224
2.727, 8.44126
2.728, 8.44028
2.729, 8.43931
2.73, 8.43833
2.731, 8.43735
2.732, 8.43638
2.733, 8.4354
2.734, 8.43442
2.735, 8.43345
2.736, 8.43247
2.737, 8.43149
2.738, 8.43052
2.739, 8.42954
2.74, 8.42857
2.741, 8.42759
2.742, 8.42662
2.743, 8.42564
2.744, 8.42467
2.745, 8.42369
2.746, 8.42272
2.747, 8.42174
2.748, 8.42077
2.749, 8.41979
2.75, 8.41882
2.751, 8.41784
2.752, 8.41687
2.753, 8.4159
2.754, 8.41492
2.755, 8.41395
2.756, 8.41298
2.757, 8.412
2.758, 8.41103
2.759, 8.41006
