#TF1
#Name: Neutron efficiency
#Parent pad: 0
#range: (0, 10)
#Pts: 10000
#Line_color: 1, 0, 0
#Line_style: solid
#Line_width: 2
#x, f(x)
2.76, 8.40908
2.761, 8.40811
2.762, 8.40714
2.763, 8.40617
2.764, 8.40519
2.765, 8.40422
2.766, 8.40325
2.767, 8.40228
2.768, 8.40131
2.769, 8.40033
2.77, 8.39936
2.771, 8.39839
2.772, 8.39742
2.773, 8.39645
2.774, 8.39548
2.775, 8.39451
2.776, 8.39354
2.777, 8.39257
2.778, 8.39159
2.779, 8.39062
2.78, 8.38965
2.781, 8.38868
2.782, 8.38771
2.783, 8.38675
2.784, 8.38578
2.785, 8.38481
2.786, 8.38384
2.787, 8.38287
2.788, 8.3819
2.789, 8.38093
2.79, 8.37996
2.791, 8.37899
2.792, 8.37802
2.793, 8.37706
2.794, 8.37609
2.795, 8.37512
2.796, 8.37415
2.797, 8.37318
2.798, 8.37222
2.799, 8.37125
2.8, 8.37028
2.801, 8.36931
2.802, 8.36835
2.803, 8.36738
2.804, 8.36641
2.805, 8.36545
2.806, 8.36448
2.807, 8.36351
2.808, 8.36255
2.809, 8.36158
2.81, 8.36061
2.811, 8.35965
2.812, 8.35868
2.813, 8.35772
2.814, 8.35675
2.815, 8.35579
2.816, 8.35482
2.817, 8.35385
2.818, 8.35289
2.819, 8.35192
2.82, 8.35096
2.821, 8.34999
2.822, 8.34903
2.823, 8.34807
2.824, 8.3471
2.825, 8.34614
2.826, 8.34517
2.827, 8.34421
2.828, 8.34325
2.829, 8.34228
2.83, 8.34132
2.831, 8.34036
2.832, 8.33939
2.833, 8.33843
2.834, 8.33747
2.835, 8.33651
2.836, 8.33554
2.837, 8.33458
2.838, 8.33362
2.839, 8.33265
2.84, 8.33169
2.841, 8.33073
2.842, 8.32977
2.843, 8.32881
2.844, 8.32785
2.845, 8.32689
2.846, 8.32592
2.847, 8.32496
2.848, 8.324
2.849, 8.32304
2.85, 8.32208
2.851, 8.32112
2.852, 8.32016
2.853, 8.3192
2.854, 8.31824
2.855, 8.31728
2.856, 8.31632
2.857, 8.31536
2.858, 8.3144
2.859, 8.31344
2.86, 8.31248
2.861, 8.31152
2.862, 8.31056
2.863, 8.3096
2.864, 8.30864
2.865, 8.30769
2.866, 8.30673
2.867, 8.30577
2.868, 8.30481
2.869, 8.30385
2.87, 8.30289
2.871, 8.30193
2.872, 8.30098
2.873, 8.30002
2.874, 8.29906
2.875, 8.29811
2.876, 8.29715
2.877, 8.29619
2.878, 8.29523
2.879, 8.29428
2.88, 8.29332
2.881, 8.29236
2.882, 8.29141
2.883, 8.29045
2.884, 8.28949
2.885, 8.28854
2.886, 8.28758
2.887, 8.28663
2.888, 8.28567
2.889, 8.28471
2.89, 8.28376
2.891, 8.2828
2.892, 8.28185
2.893, 8.28089
2.894, 8.27994
2.895, 8.27898
2.896, 8.27803
2.897, 8.27708
2.898, 8.27612
2.899, 8.27517
2.9, 8.27421
2.901, 8.27326
2.902, 8.2723
2.903, 8.27135
2.904, 8.2704
2.905, 8.26944
2.906, 8.26849
2.907, 8.26754
2.908, 8.26658
2.909, 8.26563
2.91, 8.26468
2.911, 8.26372
2.912, 8.26277
2.913, 8.26182
2.914, 8.26087
2.915, 8.25992
2.916, 8.25896
2.917, 8.25801
2.918, 8.25706
2.919, 8.25611
2.92, 8.25516
2.921, 8.25421
2.922, 8.25325
2.923, 8.2523
2.924, 8.25135
2.925, 8.2504
2.926, 8.24945
2.927, 8.2485
2.928, 8.24755
2.929, 8.2466
2.93, 8.24565
2.931, 8.2447
2.932, 8.24375
2.933, 8.2428
2.934, 8.24185
2.935, 8.2409
2.936, 8.23995
2.937, 8.239
2.938, 8.23805
2.939, 8.2371
2.94, 8.23615
2.941, 8.2352
2.942, 8.23426
2.943, 8.23331
2.944, 8.23236
2.945, 8.23141
2.946, 8.23046
2.947, 8.22952
2.948, 8.22857
2.949, 8.22762
2.95, 8.22667
2.951, 8.22572
2.952, 8.22478
2.953, 8.22383
2.954, 8.22288
2.955, 8.22194
2.956, 8.22099
2.957, 8.22004
2.958, 8.2191
2.959, 8.21815
2.96, 8.2172
2.961, 8.21626
2.962, 8.21531
2.963, 8.21437
2.964, 8.21342
2.965, 8.21247
2.966, 8.21153
2.967, 8.21058
2.968, 8.20964
2.969, 8.20869
2.97, 8.20775
2.971, 8.2068
2.972, 8.20586
2.973, 8.20491
2.974, 8.20397
2.975, 8.20302
2.976, 8.20208
2.977, 8.20114
2.978, 8.20019
2.979, 8.19925
2.98, 8.1983
2.981, 8.19736
2.982, 8.19642
2.983, 8.19547
2.984, 8.19453
2.985, 8.19359
2.986, 8.19264
2.987, 8.1917
2.988, 8.19076
2.989, 8.18982
2.99, 8.18887
2.991, 8.18793
2.992, 8.18699
2.993, 8.18605
2.994, 8.18511
2.995, 8.18416
2.996, 8.18322
2.997, 8.18228
2.998, 8.18134
2.999, 8.1804
3, 8.17946
3.001, 8.17851
3.002, 8.17757
3.003, 8.17663
3.004, 8.17569
3.005, 8.17475
3.006, 8.17381
3.007, 8.17287
3.008, 8.17193
3.009, 8.17099
3.01, 8.17005
3.011, 8.16911
3.012, 8.16817
3.013, 8.16723
3.014, 8.16629
3.015, 8.16535
3.016, 8.16442
3.017, 8.16348
3.018, 8.16254
3.019, 8.1616
3.02, 8.16066
3.021, 8.15972
3.022, 8.15878
3.023, 8.15785
3.024, 8.15691
3.025, 8.15597
3.026, 8.15503
3.027, 8.15409
3.028, 8.15316
3.029, 8.15222
3.03, 8.15128
3.031, 8.15034
3.032, 8.14941
3.033, 8.14847
3.034, 8.14753
3.035, 8.1466
3.036, 8.14566
3.037, 8.14472
3.038, 8.14379
3.039, 8.14285
3.04, 8.14191
3.041, 8.14098
3.042, 8.14004
3.043, 8.13911
3.044, 8.13817
3.045, 8.13724
3.046, 8.1363
3.047, 8.13537
3.048, 8.13443
3.049, 8.1335
3.05, 8.13256
3.051, 8.13163
3.052, 8.13069
3.053, 8.12976
3.054, 8.12882
3.055, 8.12789
3.056, 8.12696
3.057, 8.12602
3.058, 8.12509
3.059, 8.12415
3.06, 8.12322
3.061, 8.12229
3.062, 8.12135
3.063, 8.12042
3.064, 8.11949
3.065, 8.11856
3.066, 8.11762
3.067, 8.11669
3.068, 8.11576
3.069, 8.11482
3.07, 8.11389
3.071, 8.11296
3.072, 8.11203
3.073, 8.1111
3.074, 8.11017
3.075, 8.10923
3.076, 8.1083
3.077, 8.10737
3.078, 8.10644
3.079, 8.10551
3.08, 8.10458
3.081, 8.10365
3.082, 8.10272
3.083, 8.10178
3.084, 8.10085
3.085, 8.09992
3.086, 8.09899
3.087, 8.09806
3.088, 8.09713
3.089, 8.0962
3.09, 8.09527
3.091, 8.09434
3.092, 8.09341
3.093, 8.09249
3.094, 8.09156
3.095, 8.09063
3.096, 8.0897
3.097, 8.08877
3.098, 8.08784
3.099, 8.08691
3.1, 8.08598
3.101, 8.08505
3.102, 8.08413
3.103, 8.0832
3.104, 8.08227
3.105, 8.08134
3.106, 8.08042
3.107, 8.07949
3.108, 8.07856
3.109, 8.07763
3.11, 8.0767
3.111, 8.07578
3.112, 8.07485
3.113, 8.07393
3.114, 8.073
3.115, 8.07207
3.116, 8.07115
3.117, 8.07022
3.118, 8.06929
3.119, 8.06837
3.12, 8.06744
3.121, 8.06651
3.122, 8.06559
3.123, 8.06466
3.124, 8.06374
3.125, 8.06281
3.126, 8.06189
3.127, 8.06096
3.128, 8.06004
3.129, 8.05911
3.13, 8.05819
3.131, 8.05726
3.132, 8.05634
3.133, 8.05542
3.134, 8.05449
3.135, 8.05357
3.136, 8.05264
3.137, 8.05172
3.138, 8.0508
3.139, 8.04987
3.14, 8.04895
3.141, 8.04802
3.142, 8.0471
3.143, 8.04618
3.144, 8.04526
3.145, 8.04433
3.146, 8.04341
3.147, 8.04249
3.148, 8.04157
3.149, 8.04064
3.15, 8.03972
3.151, 8.0388
3.152, 8.03788
3.153, 8.03696
3.154, 8.03603
3.155, 8.03511
3.156, 8.03419
3.157, 8.03327
3.158, 8.03235
3.159, 8.03143
3.16, 8.0305
3.161, 8.02958
3.162, 8.02866
3.163, 8.02774
3.164, 8.02682
3.165, 8.0259
3.166, 8.02498
3.167, 8.02406
3.168, 8.02314
3.169, 8.02222
3.17, 8.0213
3.171, 8.02038
3.172, 8.01946
3.173, 8.01854
3.174, 8.01763
3.175, 8.01671
3.176, 8.01579
3.177, 8.01487
3.178, 8.01395
3.179, 8.01303
3.18, 8.01211
3.181, 8.01119
3.182, 8.01028
3.183, 8.00936
3.184, 8.00844
3.185, 8.00752
3.186, 8.00661
3.187, 8.00569
3.188, 8.00477
3.189, 8.00385
3.19, 8.00293
3.191, 8.00202
3.192, 8.0011
3.193, 8.00018
3.194, 7.99927
3.195, 7.99835
3.196, 7.99743
3.197, 7.99652
3.198, 7.9956
3.199, 7.99469
3.2, 7.99377
3.201, 7.99285
3.202, 7.99194
3.203, 7.99102
3.204, 7.99011
3.205, 7.98919
3.206, 7.98828
3.207, 7.98736
3.208, 7.98645
3.209, 7.98553
3.21, 7.98462
3.211, 7.9837
3.212, 7.98279
3.213, 7.98187
3.214, 7.98096
3.215, 7.98005
3.216, 7.97913
3.217, 7.97822
3.218, 7.9773
3.219, 7.97639
3.22, 7.97548
3.221, 7.97456
3.222, 7.97365
3.223, 7.97274
3.224, 7.97182
3.225, 7.97091
3.226, 7.97
3.227, 7.96909
3.228, 7.96817
3.229, 7.96726
3.23, 7.96635
3.231, 7.96544
3.232, 7.96452
3.233, 7.96361
3.234, 7.9627
3.235, 7.96179
3.236, 7.96088
3.237, 7.95997
3.238, 7.95905
3.239, 7.95814
3.24, 7.95723
3.241, 7.95632
3.242, 7.95541
3.243, 7.9545
3.244, 7.95359
3.245, 7.95268
3.246, 7.95177
3.247, 7.95086
3.248, 7.94995
3.249, 7.94904
3.25, 7.94813
3.251, 7.94722
3.252, 7.94631
3.253, 7.9454
3.254, 7.94449
3.255, 7.94358
3.256, 7.94267
3.257, 7.94176
3.258, 7.94085
3.259, 7.93995
3.26, 7.93904
3.261, 7.93813
3.262, 7.93722
3.263, 7.93631
3.264, 7.9354
3.265, 7.9345
3.266, 7.93359
3.267, 7.93268
3.268, 7.93177
3.269, 7.93087
3.27, 7.92996
3.271, 7.92905
3.272, 7.92814
3.273, 7.92724
3.274, 7.92633
3.275, 7.92542
3.276, 7.92452
3.277, 7.92361
3.278, 7.9227
3.279, 7.9218
3.28, 7.92089
3.281, 7.91999
3.282, 7.91908
3.283, 7.91817
3.284, 7.91727
3.285, 7.91636
3.286, 7.91546
3.287, 7.91455
3.288, 7.91365
3.289, 7.91274
3.29, 7.91184
3.291, 7.91093
3.292, 7.91003
3.293, 7.90912
3.294, 7.90822
3.295, 7.90732
3.296, 7.90641
3.297, 7.90551
3.298, 7.9046
3.299, 7.9037
3.3, 7.90279
3.301, 7.90189
3.302, 7.90099
3.303, 7.90009
3.304, 7.89918
3.305, 7.89828
3.306, 7.89738
3.307, 7.89647
3.308, 7.89557
3.309, 7.89467
3.31, 7.89376
3.311, 7.89286
3.312, 7.89196
3.313, 7.89106
3.314, 7.89016
3.315, 7.88926
3.316, 7.88835
3.317, 7.88745
3.318, 7.88655
3.319, 7.88565
3.32, 7.88475
3.321, 7.88385
3.322, 7.88295
3.323, 7.88205
3.324, 7.88114
3.325, 7.88024
3.326, 7.87934
3.327, 7.87844
3.328, 7.87754
3.329, 7.87664
3.33, 7.87574
3.331, 7.87484
3.332, 7.87394
3.333, 7.87304
3.334, 7.87214
3.335, 7.87124
3.336, 7.87035
3.337, 7.86945
3.338, 7.86855
3.339, 7.86765
3.34, 7.86675
3.341, 7.86585
3.342, 7.86495
3.343, 7.86405
3.344, 7.86316
3.345, 7.86226
3.346, 7.86136
3.347, 7.86046
3.348, 7.85956
3.349, 7.85867
3.35, 7.85777
3.351, 7.85687
3.352, 7.85597
3.353, 7.85508
3.354, 7.85418
3.355, 7.85328
3.356, 7.85239
3.357, 7.85149
3.358, 7.85059
3.359, 7.84969
3.36, 7.8488
3.361, 7.8479
3.362, 7.84701
3.363, 7.84611
3.364, 7.84522
3.365, 7.84432
3.366, 7.84342
3.367, 7.84253
3.368, 7.84163
3.369, 7.84074
3.37, 7.83984
3.371, 7.83895
3.372, 7.83805
3.373, 7.83716
3.374, 7.83626
3.375, 7.83537
3.376, 7.83447
3.377, 7.83358
3.378, 7.83269
3.379, 7.83179
3.38, 7.8309
3.381, 7.83
3.382, 7.82911
3.383, 7.82822
3.384, 7.82732
3.385, 7.82643
3.386, 7.82554
3.387, 7.82464
3.388, 7.82375
3.389, 7.82286
3.39, 7.82196
3.391, 7.82107
3.392, 7.82018
3.393, 7.81929
3.394, 7.8184
3.395, 7.8175
3.396, 7.81661
3.397, 7.81572
3.398, 7.81483
3.399, 7.81394
3.4, 7.81304
3.401, 7.81215
3.402, 7.81126
3.403, 7.81037
3.404, 7.80948
3.405, 7.80859
3.406, 7.8077
3.407, 7.80681
3.408, 7.80592
3.409, 7.80503
3.41, 7.80414
3.411, 7.80325
3.412, 7.80236
3.413, 7.80147
3.414, 7.80058
3.415, 7.79969
3.416, 7.7988
3.417, 7.79791
3.418, 7.79702
3.419, 7.79613
3.42, 7.79524
3.421, 7.79435
3.422, 7.79346
3.423, 7.79257
3.424, 7.79169
3.425, 7.7908
3.426, 7.78991
3.427, 7.78902
3.428, 7.78813
3.429, 7.78724
3.43, 7.78635
3.431, 7.78547
3.432, 7.78458
3.433, 7.78369
3.434, 7.78281
3.435, 7.78192
3.436, 7.78103
3.437, 7.78014
3.438, 7.77926
3.439, 7.77837
3.44, 7.77748
3.441, 7.7766
3.442, 7.77571
3.443, 7.77482
3.444, 7.77394
3.445, 7.77305
3.446, 7.77217
3.447, 7.77128
3.448, 7.77039
3.449, 7.76951
3.45, 7.76862
3.451, 7.76774
3.452, 7.76685
3.453, 7.76597
3.454, 7.76508
3.455, 7.7642
3.456, 7.76331
3.457, 7.76243
3.458, 7.76154
3.459, 7.76066
3.46, 7.75977
3.461, 7.75889
3.462, 7.75801
3.463, 7.75712
3.464, 7.75624
3.465, 7.75536
3.466, 7.75447
3.467, 7.75359
3.468, 7.75271
3.469, 7.75182
3.47, 7.75094
3.471, 7.75006
3.472, 7.74917
3.473, 7.74829
3.474, 7.74741
3.475, 7.74653
3.476, 7.74564
3.477, 7.74476
3.478, 7.74388
3.479, 7.743
3.48, 7.74211
3.481, 7.74123
3.482, 7.74035
3.483, 7.73947
3.484, 7.73859
3.485, 7.73771
3.486, 7.73683
3.487, 7.73595
3.488, 7.73507
3.489, 7.73418
3.49, 7.7333
3.491, 7.73242
3.492, 7.73154
3.493, 7.73066
3.494, 7.72978
3.495, 7.7289
3.496, 7.72802
3.497, 7.72714
3.498, 7.72626
3.499, 7.72538
3.5, 7.7245
3.501, 7.72362
3.502, 7.72275
3.503, 7.72187
3.504, 7.72099
3.505, 7.72011
3.506, 7.71923
3.507, 7.71835
3.508, 7.71747
3.509, 7.71659
3.51, 7.71572
3.511, 7.71484
3.512, 7.71396
3.513, 7.71308
3.514, 7.7122
3.515, 7.71133
3.516, 7.71045
3.517, 7.70957
3.518, 7.70869
3.519, 7.70782
3.52, 7.70694
3.521, 7.70606
3.522, 7.70519
3.523, 7.70431
3.524, 7.70343
3.525, 7.70256
3.526, 7.70168
3.527, 7.7008
3.528, 7.69993
3.529, 7.69905
3.53, 7.69818
3.531, 7.6973
3.532, 7.69642
3.533, 7.69555
3.534, 7.69467
3.535, 7.6938
3.536, 7.69292
3.537, 7.69205
3.538, 7.69117
3.539, 7.6903
3.54, 7.68942
3.541, 7.68855
3.542, 7.68768
3.543, 7.6868
3.544, 7.68593
3.545, 7.68505
3.546, 7.68418
3.547, 7.68331
3.548, 7.68243
3.549, 7.68156
3.55, 7.68068
3.551, 7.67981
3.552, 7.67894
3.553, 7.67806
3.554, 7.67719
3.555, 7.67632
3.556, 7.67545
3.557, 7.67457
3.558, 7.6737
3.559, 7.67283
3.56, 7.67195
3.561, 7.67108
3.562, 7.67021
3.563, 7.66934
3.564, 7.66847
3.565, 7.6676
3.566, 7.66673
3.567, 7.66585
3.568, 7.66498
3.569, 7.66411
3.57, 7.66324
3.571, 7.66237
3.572, 7.6615
3.573, 7.66063
3.574, 7.65976
3.575, 7.65889
3.576, 7.65802
3.577, 7.65715
3.578, 7.65628
3.579, 7.6554
3.58, 7.65453
3.581, 7.65367
3.582, 7.6528
3.583, 7.65193
3.584, 7.65106
3.585, 7.65019
3.586, 7.64932
3.587, 7.64845
3.588, 7.64758
3.589, 7.64671
3.59, 7.64584
3.591, 7.64497
3.592, 7.64411
3.593, 7.64324
3.594, 7.64237
3.595, 7.6415
3.596, 7.64063
3.597, 7.63977
3.598, 7.6389
3.599, 7.63803
3.6, 7.63716
3.601, 7.63629
3.602, 7.63543
3.603, 7.63456
3.604, 7.63369
3.605, 7.63283
3.606, 7.63196
3.607, 7.63109
3.608, 7.63023
3.609, 7.62936
3.61, 7.62849
3.611, 7.62763
3.612, 7.62676
3.613, 7.6259
3.614, 7.62503
3.615, 7.62416
3.616, 7.6233
3.617, 7.62243
3.618, 7.62157
3.619, 7.6207
3.62, 7.61984
3.621, 7.61897
3.622, 7.61811
3.623, 7.61724
3.624, 7.61638
3.625, 7.61551
3.626, 7.61465
3.627, 7.61378
3.628, 7.61292
3.629, 7.61206
3.63, 7.61119
3.631, 7.61033
3.632, 7.60946
3.633, 7.6086
3.634, 7.60774
3.635, 7.60687
3.636, 7.60601
3.637, 7.60515
3.638, 7.60428
3.639, 7.60342
3.64, 7.60256
3.641, 7.6017
3.642, 7.60083
3.643, 7.59997
3.644, 7.59911
3.645, 7.59825
3.646, 7.59739
3.647, 7.59652
3.648, 7.59566
3.649, 7.5948
3.65, 7.59394
3.651, 7.59308
3.652, 7.59222
3.653, 7.59135
3.654, 7.59049
3.655, 7.58963
3.656, 7.58877
3.657, 7.58791
3.658, 7.58705
3.659, 7.58619
3.66, 7.58533
3.661, 7.58447
3.662, 7.58361
3.663, 7.58275
3.664, 7.58189
3.665, 7.58103
3.666, 7.58017
3.667, 7.57931
3.668, 7.57845
3.669, 7.57759
3.67, 7.57673
3.671, 7.57587
3.672, 7.57501
3.673, 7.57415
3.674, 7.5733
3.675, 7.57244
3.676, 7.57158
3.677, 7.57072
3.678, 7.56986
3.679, 7.569
3.68, 7.56814
3.681, 7.56729
3.682, 7.56643
3.683, 7.56557
3.684, 7.56472
3.685, 7.56386
3.686, 7.563
3.687, 7.56214
3.688, 7.56129
3.689, 7.56043
3.69, 7.55957
3.691, 7.55871
3.692, 7.55786
3.693, 7.557
3.694, 7.55615
3.695, 7.55529
3.696, 7.55443
3.697, 7.55358
3.698, 7.55272
3.699, 7.55186
3.7, 7.55101
3.701, 7.55015
3.702, 7.5493
3.703, 7.54844
3.704, 7.54759
3.705, 7.54673
3.706, 7.54588
3.707, 7.54502
3.708, 7.54417
3.709, 7.54331
3.71, 7.54246
3.711, 7.5416
3.712, 7.54075
3.713, 7.5399
3.714, 7.53904
3.715, 7.53819
3.716, 7.53734
3.717, 7.53648
3.718, 7.53563
3.719, 7.53477
3.72, 7.53392
3.721, 7.53307
3.722, 7.53221
3.723, 7.53136
3.724, 7.53051
3.725, 7.52966
3.726, 7.5288
3.727, 7.52795
3.728, 7.5271
3.729, 7.52625
3.73, 7.52539
3.731, 7.52454
3.732, 7.52369
3.733, 7.52284
3.734, 7.52199
3.735, 7.52114
3.736, 7.52028
3.737, 7.51943
3.738, 7.51858
3.739, 7.51773
3.74, 7.51688
3.741, 7.51603
3.742, 7.51518
3.743, 7.51433
3.744, 7.51348
3.745, 7.51263
3.746, 7.51178
3.747, 7.51093
3.748, 7.51008
3.749, 7.50923
3.75, 7.50838
3.751, 7.50753
3.752, 7.50668
3.753, 7.50583
3.754, 7.50498
3.755, 7.50413
3.756, 7.50328
3.757, 7.50243
3.758, 7.50158
3.759, 7.50073
3.76, 7.49988
3.761, 7.49904
3.762, 7.49819
3.763, 7.49734
3.764, 7.49649
3.765, 7.49564
3.766, 7.4948
3.767, 7.49395
3.768, 7.4931
3.769, 7.49225
3.77, 7.4914
3.771, 7.49056
3.772, 7.48971
3.773, 7.48886
3.774, 7.48802
3.775, 7.48717
3.776, 7.48632
3.777, 7.48548
3.778, 7.48463
3.779, 7.48378
3.78, 7.48294
3.781, 7.48209
3.782, 7.48125
3.783, 7.4804
3.784, 7.47955
3.785, 7.47871
3.786, 7.47786
3.787, 7.47702
3.788, 7.47617
3.789, 7.47533
3.79, 7.47448
3.791, 7.47364
3.792, 7.47279
3.793, 7.47195
3.794, 7.4711
3.795, 7.47026
3.796, 7.46941
3.797, 7.46857
3.798, 7.46772
3.799, 7.46688
3.8, 7.46604
3.801, 7.46519
3.802, 7.46435
3.803, 7.46351
3.804, 7.46266
3.805, 7.46182
3.806, 7.46098
3.807, 7.46013
3.808, 7.45929
3.809, 7.45845
3.81, 7.4576
3.811, 7.45676
3.812, 7.45592
3.813, 7.45508
3.814, 7.45423
3.815, 7.45339
3.816, 7.45255
3.817, 7.45171
3.818, 7.45087
3.819, 7.45002
3.82, 7.44918
3.821, 7.44834
3.822, 7.4475
3.823, 7.44666
3.824, 7.44582
3.825, 7.44498
3.826, 7.44414
3.827, 7.4433
3.828, 7.44245
3.829, 7.44161
3.83, 7.44077
3.831, 7.43993
3.832, 7.43909
3.833, 7.43825
3.834, 7.43741
3.835, 7.43657
3.836, 7.43573
3.837, 7.43489
3.838, 7.43405
3.839, 7.43321
3.84, 7.43238
3.841, 7.43154
3.842, 7.4307
3.843, 7.42986
3.844, 7.42902
3.845, 7.42818
3.846, 7.42734
3.847, 7.4265
3.848, 7.42567
3.849, 7.42483
3.85, 7.42399
3.851, 7.42315
3.852, 7.42231
3.853, 7.42148
3.854, 7.42064
3.855, 7.4198
3.856, 7.41896
3.857, 7.41813
3.858, 7.41729
3.859, 7.41645
3.86, 7.41561
3.861, 7.41478
3.862, 7.41394
3.863, 7.41311
3.864, 7.41227
3.865, 7.41143
3.866, 7.4106
3.867, 7.40976
3.868, 7.40892
3.869, 7.40809
3.87, 7.40725
3.871, 7.40642
3.872, 7.40558
3.873, 7.40475
3.874, 7.40391
3.875, 7.40308
3.876, 7.40224
3.877, 7.40141
3.878, 7.40057
3.879, 7.39974
3.88, 7.3989
3.881, 7.39807
3.882, 7.39723
3.883, 7.3964
3.884, 7.39557
3.885, 7.39473
3.886, 7.3939
3.887, 7.39306
3.888, 7.39223
3.889, 7.3914
3.89, 7.39056
3.891, 7.38973
3.892, 7.3889
3.893, 7.38806
3.894, 7.38723
3.895, 7.3864
3.896, 7.38557
3.897, 7.38473
3.898, 7.3839
3.899, 7.38307
3.9, 7.38223
3.901, 7.3814
3.902, 7.38057
3.903, 7.37974
3.904, 7.37891
3.905, 7.37808
3.906, 7.37724
3.907, 7.37641
3.908, 7.37558
3.909, 7.37475
3.91, 7.37392
3.911, 7.37309
3.912, 7.37226
3.913, 7.37143
3.914, 7.3706
3.915, 7.36977
3.916, 7.36894
3.917, 7.36811
3.918, 7.36727
3.919, 7.36644
3.92, 7.36561
3.921, 7.36478
3.922, 7.36396
3.923, 7.36313
3.924, 7.3623
3.925, 7.36147
3.926, 7.36064
3.927, 7.35981
3.928, 7.35898
3.929, 7.35815
3.93, 7.35732
3.931, 7.35649
3.932, 7.35566
3.933, 7.35484
3.934, 7.35401
3.935, 7.35318
3.936, 7.35235
3.937, 7.35152
3.938, 7.3507
3.939, 7.34987
3.94, 7.34904
3.941, 7.34821
3.942, 7.34739
3.943, 7.34656
3.944, 7.34573
3.945, 7.34491
3.946, 7.34408
3.947, 7.34325
3.948, 7.34242
3.949, 7.3416
3.95, 7.34077
3.951, 7.33994
3.952, 7.33912
3.953, 7.33829
3.954, 7.33747
3.955, 7.33664
3.956, 7.33582
3.957, 7.33499
3.958, 7.33416
3.959, 7.33334
3.96, 7.33251
3.961, 7.33169
3.962, 7.33086
3.963, 7.33004
3.964, 7.32921
3.965, 7.32839
3.966, 7.32756
3.967, 7.32674
3.968, 7.32592
3.969, 7.32509
3.97, 7.32427
3.971, 7.32344
3.972, 7.32262
3.973, 7.3218
3.974, 7.32097
3.975, 7.32015
3.976, 7.31933
3.977, 7.3185
3.978, 7.31768
3.979, 7.31685
3.98, 7.31603
3.981, 7.31521
3.982, 7.31439
3.983, 7.31356
3.984, 7.31274
3.985, 7.31192
3.986, 7.3111
3.987, 7.31027
3.988, 7.30945
3.989, 7.30863
3.99, 7.30781
3.991, 7.30699
3.992, 7.30617
3.993, 7.30534
3.994, 7.30452
3.995, 7.3037
3.996, 7.30288
3.997, 7.30206
3.998, 7.30124
3.999, 7.30042
4, 7.2996
4.001, 7.29878
4.002, 7.29796
4.003, 7.29714
4.004, 7.29632
4.005, 7.2955
4.006, 7.29468
4.007, 7.29386
4.008, 7.29304
4.009, 7.29222
4.01, 7.2914
4.011, 7.29058
4.012, 7.28976
4.013, 7.28894
4.014, 7.28812
4.015, 7.2873
4.016, 7.28648
4.017, 7.28566
4.018, 7.28485
4.019, 7.28403
4.02, 7.28321
4.021, 7.28239
4.022, 7.28157
4.023, 7.28075
4.024, 7.27994
4.025, 7.27912
4.026, 7.2783
4.027, 7.27748
4.028, 7.27667
4.029, 7.27585
4.03, 7.27503
4.031, 7.27421
4.032, 7.2734
4.033, 7.27258
4.034, 7.27176
4.035, 7.27095
4.036, 7.27013
4.037, 7.26931
4.038, 7.2685
4.039, 7.26768
4.04, 7.26686
4.041, 7.26605
4.042, 7.26523
4.043, 7.26442
4.044, 7.2636
4.045, 7.26279
4.046, 7.26197
4.047, 7.26116
4.048, 7.26034
4.049, 7.25953
4.05, 7.25871
4.051, 7.2579
4.052, 7.25708
4.053, 7.25627
4.054, 7.25545
4.055, 7.25464
4.056, 7.25383
4.057, 7.25301
4.058, 7.2522
4.059, 7.25138
4.06, 7.25057
4.061, 7.24976
4.062, 7.24894
4.063, 7.24813
4.064, 7.24732
4.065, 7.2465
4.066, 7.24569
4.067, 7.24488
4.068, 7.24406
4.069, 7.24325
4.07, 7.24244
4.071, 7.24163
4.072, 7.24081
4.073, 7.24
4.074, 7.23919
4.075, 7.23838
4.076, 7.23757
4.077, 7.23675
4.078, 7.23594
4.079, 7.23513
4.08, 7.23432
4.081, 7.23351
4.082, 7.2327
4.083, 7.23189
4.084, 7.23107
4.085, 7.23026
4.086, 7.22945
4.087, 7.22864
4.088, 7.22783
4.089, 7.22702
4.09, 7.22621
4.091, 7.2254
4.092, 7.22459
4.093, 7.22378
4.094, 7.22297
4.095, 7.22216
4.096, 7.22135
4.097, 7.22054
4.098, 7.21973
4.099, 7.21892
4.1, 7.21811
4.101, 7.21731
4.102, 7.2165
4.103, 7.21569
4.104, 7.21488
4.105, 7.21407
4.106, 7.21326
4.107, 7.21245
4.108, 7.21165
4.109, 7.21084
4.11, 7.21003
4.111, 7.20922
4.112, 7.20841
4.113, 7.20761
4.114, 7.2068
4.115, 7.20599
4.116, 7.20518
4.117, 7.20438
4.118, 7.20357
4.119, 7.20276
4.12, 7.20195
4.121, 7.20115
4.122, 7.20034
4.123, 7.19954
4.124, 7.19873
4.125, 7.19792
4.126, 7.19712
4.127, 7.19631
4.128, 7.19551
4.129, 7.1947
4.13, 7.19389
4.131, 7.19309
4.132, 7.19228
4.133, 7.19148
4.134, 7.19067
4.135, 7.18987
4.136, 7.18906
4.137, 7.18826
4.138, 7.18745
4.139, 7.18665
4.14, 7.18584
4.141, 7.18504
4.142, 7.18423
4.143, 7.18343
4.144, 7.18263
4.145, 7.18182
4.146, 7.18102
4.147, 7.18021
4.148, 7.17941
4.149, 7.17861
4.15, 7.1778
4.151, 7.177
